ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00022,2,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,UNIDAD,24,0.3,80.0,00,5.0,00,400.0,16.6667,20.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00062,4,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,150.0,00,UNIDAD,24,0.5,130.0,00,4.0,00,520.0,8.0,20.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00077,5,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,200.0,00,UNIDAD,24,0.5,150.0,00,5.0,00,750.0,10.0,50.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00101,6,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,140.0,00,UNIDAD,24,0.5,120.0,00,5.0,00,600.0,10.0,20.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00186,11,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,80.0,00,UNIDAD,24,0.5,70.0,00,5.0,00,350.0,10.0,10.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00224,14,,Completa,Costa,Costa Norte,19.083333333333336,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,160.0,00,UNIDAD,24,0.3,140.0,00,5.0,00,700.0,16.6667,20.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00003,00047,5,,Completa,Costa,Costa Norte,8.571428571428571,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,420.0,00,UNIDAD,24,0.4,350.0,00,6.0,00,2100.0,15.0,60.0,00,10.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00003,00055,7,,Completa,Costa,Costa Norte,8.571428571428571,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,120.0,00,UNIDAD,24,0.4,60.0,00,6.0,00,360.0,15.0,60.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00003,00083,9,,Completa,Costa,Costa Norte,8.571428571428571,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,360.0,00,UNIDAD,24,0.4,300.0,00,5.0,00,1500.0,12.5,40.0,00,20.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00003,00088,10,,Completa,Costa,Costa Norte,8.571428571428571,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,UNIDAD,24,0.4,15.0,00,6.0,00,90.0,15.0,10.0,00,5.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00004,00099,12,,Completa,Costa,Costa Norte,9.769230769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,UNIDAD,24,0.7,40.0,00,6.0,00,240.0,8.5714,10.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00051,4,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,110.0,00,UNIDAD,24,0.4,50.0,00,6.0,00,300.0,15.0,30.0,00,30.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00122,8,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,UNIDAD,24,0.4,30.0,00,6.0,00,180.0,15.0,10.0,00,10.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00154,10,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,UNIDAD,24,0.4,20.0,00,6.0,00,120.0,15.0,40.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00179,12,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,74.0,00,UNIDAD,24,0.5,60.0,00,6.0,00,360.0,12.0,14.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00206,13,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,15.0,00,UNIDAD,24,0.4,15.0,00,5.0,00,75.0,12.5,0.0,00,0.0,00, 
2019.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00213,14,,Completa,Costa,Costa Norte,15.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,35.0,00,UNIDAD,24,0.4,20.0,00,6.0,00,120.0,15.0,15.0,00,0.0,00, 
2019.0,24,TUMBES,01,TUMBES,03,LA CRUZ,00007,00084,12,,Completa,Costa,Costa Norte,8.052521008403362,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,72.0,00,UNIDAD,24,0.25,60.0,00,5.0,00,300.0,20.0,12.0,00,0.0,00, 
2019.0,24,TUMBES,01,TUMBES,03,LA CRUZ,00007,00091,13,,Completa,Costa,Costa Norte,8.052521008403362,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,UNIDAD,24,0.25,20.0,00,5.0,00,100.0,20.0,10.0,00,0.0,00, 
2019.0,24,TUMBES,01,TUMBES,03,LA CRUZ,00007,00099,14,,Completa,Costa,Costa Norte,8.052521008403362,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,192.0,00,UNIDAD,24,0.25,150.0,00,5.0,00,750.0,20.0,42.0,00,0.0,00, 
2019.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00114,13,,Completa,Costa,Costa Norte,9.428571428571429,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,66.0,00,UNIDAD,24,0.3,0.0,00,, ,,,66.0,00,0.0,00, 
2019.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00014,1,,Completa,Costa,Costa Norte,8.052521008403362,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,712.0,00,UNIDAD,24,0.3,700.0,00,6.0,00,4200.0,20.0,12.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00024,2,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,UNIDAD,24,0.45,50.0,00,8.0,00,400.0,17.7778,10.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00037,3,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,UNIDAD,24,0.45,50.0,00,7.0,00,350.0,15.5556,10.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00052,4,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,500.0,00,UNIDAD,24,0.45,400.0,00,8.0,00,3200.0,17.7778,100.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00064,5,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,700.0,00,UNIDAD,24,0.45,650.0,00,8.0,00,5200.0,17.7778,50.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00067,6,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,UNIDAD,24,0.45,50.0,00,7.0,00,350.0,15.5556,10.0,00,0.0,00, 
2019.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00076,7,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,6.0,00,LIBRA,36,0.45,0.0,00,, ,,,6.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00013,2,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,, ,,,15.0,00,5.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00027,4,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,UNIDAD,24,0.4,30.0,00,8.0,00,240.0,20.0,20.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00044,6,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,87.0,50,KILO,12,1.0,0.0,00,, ,,,87.0,50,0.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00059,8,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,20.0,00,8.0,00,160.0,8.0,10.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00259,00108,12,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,0.0,00,, ,,,24.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00266,00079,10,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,96.0,00,UNIDAD,24,1.0,96.0,00,8.0,00,768.0,8.0,0.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00157,14,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,20.0,00,12.0,00,240.0,12.0,0.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,720.0,00,KILO,12,1.0,600.0,00,15.0,00,9000.0,15.0,120.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,12.0,00,20.0,00,240.0,20.0,10.0,00,2.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00151,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,15.0,00,KILO,12,1.0,0.0,00,, ,,,10.0,00,5.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00004,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,270.0,00,KILO,12,1.0,150.0,00,13.0,00,1950.0,13.0,120.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00016,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,15.0,00,13.0,00,195.0,13.0,9.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00020,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,28.0,00,10.0,00,280.0,10.0,2.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00021,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,60.0,00,13.0,00,780.0,13.0,40.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00051,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,26.0,00,KILO,12,1.0,20.0,00,14.0,00,280.0,14.0,6.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00060,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,30.0,00,13.0,00,390.0,13.0,20.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00067,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,180.0,00,KILO,12,1.0,0.0,00,, ,,,180.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00049,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,10.0,00,12.0,00,120.0,12.0,80.0,00,10.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00062,9,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,120.0,00,KILO,12,1.0,100.0,00,10.0,00,1000.0,10.0,20.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00095,13,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,7.0,50,KILO,12,1.0,7.0,00,15.0,00,105.0,15.0,0.0,50,0.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00075,7,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,0.0,00,, ,,,90.0,00,10.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00105,10,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MANJAR BLANCO,4215.0,20.0,00,BALDE,03,1.0,0.0,00,, ,,,10.0,00,10.0,00, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00163,14,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,0.0,00,, ,,,70.0,00,30.0,00, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00035,6,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,54.0,00,KILO,12,1.0,0.0,00,, ,,,54.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00039,7,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,40.0,00,15.0,00,600.0,15.0,10.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00043,8,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,31.0,00,KILO,12,1.0,0.0,00,, ,,,31.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00065,12,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,, ,,,10.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00023,5,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,6.0,00,KILO,12,1.0,0.0,00,, ,,,6.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00029,6,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,5.0,00,KILO,12,1.0,0.0,00,, ,,,5.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00417,00058,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,, ,,,20.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00015,2,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,0.0,00,, ,,,100.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00035,4,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,70.0,00,8.0,00,560.0,8.0,30.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00044,5,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,, ,,,50.0,00,0.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00010,1,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,, ,,,15.0,00,5.0,00, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00072,9,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,40.0,00,KILO,12,1.0,20.0,00,14.0,00,280.0,14.0,20.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00005,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,, ,,,20.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00015,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,40.0,00,KILO,12,1.0,0.0,00,, ,,,40.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00083,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,52.0,00,KILO,12,1.0,30.0,00,13.0,00,390.0,13.0,20.0,00,2.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00094,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,80.0,00,KILO,12,1.0,60.0,00,10.0,00,600.0,10.0,20.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00115,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,, ,,,60.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00147,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,130.0,00,KILO,12,1.0,120.0,00,13.0,00,1560.0,13.0,10.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00055,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,44.0,00,KILO,12,1.0,30.0,00,13.0,00,390.0,13.0,14.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00060,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,15.0,00,KILO,12,1.0,0.0,00,, ,,,15.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00071,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,62.0,00,KILO,12,1.0,30.0,00,13.0,00,390.0,13.0,12.0,00,20.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00081,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,21.0,00,KILO,12,1.0,0.0,00,, ,,,21.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00089,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,70.0,00,KILO,12,1.0,70.0,00,13.0,00,910.0,13.0,0.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00104,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,, ,,,20.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00010,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,236.0,00,KILO,12,1.0,230.0,00,7.0,00,1610.0,7.0,6.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00046,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,324.0,00,KILO,12,1.0,314.0,00,7.0,00,2198.0,7.0,10.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00055,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,90.0,00,7.0,00,630.0,7.0,10.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00078,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,249.0,00,KILO,12,1.0,220.0,00,7.0,00,1540.0,7.0,29.0,00,0.0,00, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00545,00008,1,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,14.0,00,UNIDAD,24,1.0,10.0,00,12.0,00,120.0,12.0,4.0,00,0.0,00, 
