ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P224A_N,P224B_NOM,P224B_COD,P224B_TIPO,P224C_MES,P224C_ANIO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,P224F_MES,P224F_ANIO,OMICAP200_00
2019.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00035,00022,3,,Completa,Costa,Costa Norte,8.671945701357464,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,1.0,2019.0,0.0,500,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,3.0,2019.0, 
2019.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00068,00037,3,,Completa,Costa,Costa Norte,12.357142857142858,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,12.0,2018.0,1.0,500,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,2.0,2019.0, 
2019.0,20,PIURA,05,PAITA,05,LA HUACA,00088,00064,11,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,SORGO ESCOBERO,2828.0,Transitorio,11.0,2018.0,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,1.0,2019.0, 
2019.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00063,7,,Completa,Costa,Costa Norte,145.4396551724138,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,3.0,PLATANO,1171.0,Permanente de cosecha continua,8.0,2018.0,5.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,10.0,2018.0, 
2019.0,20,PIURA,06,SULLANA,01,SULLANA,00229,00062,8,,Completa,Costa,Costa Norte,124.66256157635465,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PLATANO,1171.0,Permanente de cosecha continua,9.0,2018.0,4.0,000,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,11.0,2018.0, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00009,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HABA,2942.0,Transitorio,6.0,2018.0,0.0,200,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,7.0,2018.0, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00020,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,RYE GRASS,1476.0,Permanente de cosecha continua,2.0,2019.0,0.0,500,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00043,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,12.0,2018.0,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00414,00066,7,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,3.0,2019.0,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,6.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00414,00128,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,1.0,2019.0,0.0,125,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,6.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00067,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,1.0,2019.0,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Fue afectada por sequía,Pase,5.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00067,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL CANARIO,2910.0,Transitorio,2.0,2019.0,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00094,12,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PALTO,1162.0,Permanente de cosecha estacional,6.0,2018.0,0.0,250,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,12.0,2018.0, 
2019.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00553,00036,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA,2901.0,Transitorio,3.0,2019.0,0.0,089,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,5.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00583,00093,10,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,OCA,2608.0,Transitorio,10.0,2018.0,0.0,050,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,1.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00584,00089,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,PAPA HUAYRO,2614.0,Transitorio,1.0,2019.0,0.0,150,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,3.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00584,00106,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,7.0,FRIJOL CAUPI,2911.0,Transitorio,10.0,2018.0,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,10.0,2018.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00584,00106,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,7.0,MAIZ AMILACEO,2108.0,Transitorio,10.0,2018.0,0.0,110,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,10.0,2018.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00584,00121,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,OCA,2608.0,Transitorio,9.0,2018.0,0.0,250,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,11.0,2018.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00596,00026,3,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,1.0,2019.0,0.0,300,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,3.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00596,00066,8,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,2.0,2019.0,0.0,150,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,5.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,00635,00080,8,,Completa,Costa,Costa Norte,145.4396551724138,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,OLLUCO,2609.0,Transitorio,11.0,2018.0,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,4.0,2019.0, 
2019.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00744,00107,6,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,LENTEJA,2944.0,Transitorio,8.0,2018.0,0.0,200,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,10.0,2018.0, 
2019.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00775,00020,5,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,CACAO,1202.0,Permanente de cosecha continua,9.0,2018.0,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,5.0,2019.0, 
2019.0,20,PIURA,01,PIURA,05,CATACAOS,01062,00012,2,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,5.0,MAIZ AMARILLO DURO,2107.0,Transitorio,2.0,2019.0,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,3.0,2019.0, 
2019.0,20,PIURA,01,PIURA,09,LA ARENA,01126,00096,12,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,12.0,2018.0,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,2.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01319,00050,5,,Completa,Costa,Costa Norte,56.635281385281374,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,1.0,2019.0,0.0,100,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01361,00070,8,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,2.0,2019.0,0.0,500,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01367,00061,6,,Completa,Costa,Costa Norte,88.0993265993266,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,YUCA,2620.0,Transitorio,11.0,2018.0,0.0,750,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,12.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,03,ILLIMO,01402,00038,5,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,LENTEJA,2944.0,Transitorio,2.0,2019.0,0.0,055,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01420,00021,3,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,12.0,2018.0,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,1.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01423,00017,2,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMARILLO DURO,2107.0,Transitorio,1.0,2019.0,0.0,118,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01423,00070,8,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,1.0,2019.0,0.0,490,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01423,00086,10,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,2.0,2019.0,0.0,280,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01423,00118,13,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMARILLO DURO,2107.0,Transitorio,2.0,2019.0,0.0,930,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01440,00007,1,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL GUINDA,2915.0,Transitorio,8.0,2018.0,1.0,400,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,11.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01440,00070,6,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARROZ CASCARA,2101.0,Transitorio,3.0,2019.0,0.0,370,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01440,00070,6,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARROZ CASCARA,2101.0,Transitorio,3.0,2019.0,0.0,400,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01448,00044,6,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,8.0,2018.0,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,1.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01449,00057,7,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,Transitorio,8.0,2018.0,0.0,150,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01449,00057,7,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ZARANDAJA,2951.0,Transitorio,8.0,2018.0,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01449,00057,7,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,ZARANDAJA,2951.0,Transitorio,8.0,2018.0,0.0,100,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01449,00057,7,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108.0,Transitorio,8.0,2018.0,0.0,200,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01456,00020,4,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ALGODON,2803.0,Transitorio,10.0,2018.0,0.0,819,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01456,00030,5,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ALGODON,2803.0,Transitorio,11.0,2018.0,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,4.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01481,00018,3,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,9.0,2018.0,0.0,441,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01484,00024,5,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,1.0,2019.0,0.0,047,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01495,00071,9,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,AJI,2302.0,Transitorio,5.0,2019.0,0.0,046,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,6.0,2019.0, 
2019.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01505,00050,5,,Completa,Costa,Costa Norte,56.635281385281374,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ALGODON,2803.0,Transitorio,11.0,2018.0,1.0,090,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,1.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00037,3,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,2.0,2019.0,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00040,4,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,2.0,2019.0,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00040,4,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARILLA,2611.0,Transitorio,6.0,2018.0,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00115,9,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,OLLUCO,2609.0,Transitorio,11.0,2018.0,0.0,005,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00115,9,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,11.0,2018.0,0.0,005,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00030,3,,Completa,Sierra,Sierra Norte,25.742063492063487,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CAMOTE,2603.0,Transitorio,6.0,2018.0,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,8.0,2018.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00030,3,,Completa,Sierra,Sierra Norte,25.742063492063487,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,FRIJOL DE PALO,2914.0,Transitorio,6.0,2018.0,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,8.0,2018.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00029,6,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,1.0,2019.0,0.0,010,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Otro,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00092,13,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,2.0,2019.0,0.0,010,Pase,Pase,Pase,Pase,Pase,Pase,Otro,6.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00011,1,,Completa,Sierra,Sierra Norte,27.722222222222218,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,LENTEJA,2944.0,Transitorio,8.0,2018.0,0.0,030,Pase,Pase,Pase,Pase,Pase,Pase,Otro,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00052,8,,Completa,Sierra,Sierra Norte,27.722222222222218,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612.0,Transitorio,8.0,2018.0,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,10.0,2018.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00076,11,,Completa,Sierra,Sierra Norte,27.722222222222218,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA,2901.0,Transitorio,3.0,2019.0,0.0,100,Pase,Pase,Pase,Pase,Pase,Pase,Otro,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00076,11,,Completa,Sierra,Sierra Norte,27.722222222222218,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ CHOCLO,2109.0,Transitorio,1.0,2019.0,0.0,100,Pase,Pase,Pase,Pase,Pase,Pase,Otro,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01648,00051,6,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ALGODON,2803.0,Transitorio,10.0,2018.0,1.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01648,00065,7,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ALGODON,2803.0,Transitorio,9.0,2018.0,2.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,5.0,2019.0, 
2019.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01648,00111,12,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,MAIZ CHOCLO,2109.0,Transitorio,12.0,2018.0,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,3.0,2019.0, 
2019.0,14,LAMBAYEQUE,01,CHICLAYO,13,REQUE,01759,00004,1,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,3.0,ZAPALLO,2345.0,Transitorio,7.0,2019.0,0.0,634,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,7.0,2019.0, 
2019.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00090,10,,Completa,Selva,Selva,289.6224489795918,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,3.0,2019.0,0.0,050,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,7.0,2019.0, 
